19665471,https://tallons.law.utexas.edu/record=b1451493~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=209474,VERIFIED
19665549,https://tallons.law.utexas.edu/record=b1135237~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=89152,VERIFIED
19665551,https://tallons.law.utexas.edu/record=b1086914~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=71992,VERIFIED
19665552,https://tallons.law.utexas.edu/record=b1120946~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=83929,VERIFIED
19665553,https://tallons.law.utexas.edu/record=b1088357~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=72911,VERIFIED
19665555,https://tallons.law.utexas.edu/record=b1092351~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=75368,VERIFIED
19665556,https://tallons.law.utexas.edu/record=b1119432~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=82945,VERIFIED
19665560,https://tallons.law.utexas.edu/record=b1086902~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=71986,VERIFIED
19665692,https://tallons.law.utexas.edu/record=b1699905~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=345817,VERIFIED
19665696,https://tallons.law.utexas.edu/record=b1270927~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=141304,VERIFIED
19665701,https://tallons.law.utexas.edu/record=b1270927~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=141304,VERIFIED
19665704,https://tallons.law.utexas.edu/record=b1340652~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=167973,VERIFIED
19665705,https://tallons.law.utexas.edu/record=b1057220~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=47685,VERIFIED
19665706,https://tallons.law.utexas.edu/record=b1097828~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=345792,VERIFIED
19665713,https://tallons.law.utexas.edu/record=b1008473~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=6932,VERIFIED
19666199,https://tallons.law.utexas.edu/record=b1461188~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=213385,VERIFIED
19666222,https://tallons.law.utexas.edu/record=b1007523~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=6143,VERIFIED
19666288,https://tallons.law.utexas.edu/record=b1596026~S0,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=261515,PROBLEMATIC
19666317,https://tallons.law.utexas.edu/record=b2230970,https://tarlton.bywatersolutions.com/cgi-bin/koha/opac-detail.pl?biblionumber=344652,VERIFIED
